Time in milliSecond	x	y	z
9484472	-0.38137	9.833891	1.293933
9484483	-0.286027	10.092678	1.539099
9484493	-0.217926	10.378705	1.57996
9484504	-0.326888	10.814556	1.430137
9484513	-0.354129	11.155065	1.048767
9484524	-0.245166	11.400231	0.694638
9484538	-0.245166	11.645397	0.503953
9484549	-0.503953	11.836082	0.8036
9484558	-0.626536	12.067628	1.062387
9484569	-0.885323	12.353656	1.838747
9484580	-1.007906	12.462618	2.329079
9484590	-0.926184	12.476238	2.533385
9484600	-0.612916	12.380896	2.424422
9484612	-0.217926	12.231072	1.825127
9484622	-0.095342	12.14935	1.430137
9484632	0.040861	12.122109	1.253072
9484643	-0.38137	12.190211	1.607201
9484653	-0.817221	12.380896	2.601486
9484664	-1.348414	12.421757	3.772836
9484678	-1.743405	12.380896	4.481094
9484689	-1.743405	12.312795	5.46176
9484698	-1.539099	11.931424	5.502621
9484708	-1.198591	11.304889	5.611583
9484718	-0.667397	10.637491	5.407278
9484732	-0.38137	9.779409	4.671779
9484742	-0.503953	9.370799	3.813697
9484752	-0.953424	9.248216	3.1463
9484762	-1.430137	9.084772	2.315459
9484772	-1.906849	8.962189	1.688923
9484783	-2.192876	8.730643	1.443757
9484793	-2.192876	8.567199	0.994285
9484803	-2.124774	8.21307	0.735499
9484813	-1.906849	7.804459	0.38137
9484826	-1.498238	7.341367	0.258787
9484836	-1.266692	7.0281	0.122583
9484846	-0.885323	6.687591	0.177065
9484856	-0.463092	6.415184	0.177065
9484866	-0.190685	6.061055	-0.081722
9484879	0.122583	5.979332	-0.108963
9484888	0.340509	5.952092	0.054481
9484898	0.435851	6.061055	0.163444
9484911	0.258787	6.510526	0.313268
9484920	0.027241	6.987238	0.39499
9484932	-0.149824	7.327747	0.272407
9484942	-0.286027	7.736358	0.299648
9484952	-0.531194	8.308413	0.272407
9484963	-0.77636	8.798744	0.38137
9484973	-0.898943	9.180115	0.681017
9484983	-1.035146	9.41166	1.021526
9484993	-1.253072	9.697687	1.457377
9485004	-1.511859	10.038197	1.865988
9485014	-1.56634	10.337844	1.797886
9485025	-1.389275	10.446807	1.838747
9485036	-0.994285	10.460427	1.457377
9485046	-0.544814	10.446807	1.116868
9485056	-0.122583	10.528529	1.253072
9485066	0.136203	10.59663	1.253072
9485077	0.286027	10.746454	1.539099
9485087	0.326888	11.005241	1.934089
9485097	0.081722	11.332129	2.152015
9485107	-0.149824	11.590916	2.533385
9485118	-0.40861	12.122109	2.846653
9485129	-0.681017	12.503479	2.819412
9485138	-1.007906	12.762266	2.465283
9485148	-1.17135	12.789507	1.906849
9485158	-1.348414	12.857608	1.293933
9485169	-1.402896	12.789507	1.144109
9485179	-1.266692	12.735025	1.253072
9485190	-0.640156	12.448997	2.165635
9485200	-0.190685	12.026767	2.873893
9485210	0.177065	11.400231	3.309745
9485222	0.681017	10.828176	3.418707
9485231	1.18497	10.269742	3.268883
9485242	1.498238	9.901993	2.928375
9485253	1.648062	9.738548	2.438042
9485263	1.55272	9.80665	2.165635
9485273	1.293933	9.861132	2.220117
9485285	0.953424	10.024576	2.438042
9485296	0.39499	10.160779	2.710449
9485305	-0.136203	10.215261	2.955616
9485316	-0.599295	10.228881	3.064578
9485326	-0.967045	10.133538	3.159921
9485336	-1.15773	9.956474	3.173541
9485346	-1.266692	9.588725	2.996476
9485356	-1.280313	9.00305	2.560625
9485366	-0.926184	8.403754	2.220117
9485377	-0.626536	7.790839	1.934089
9485387	-0.40861	7.286886	1.634442
9485398	-0.190685	6.701211	1.062387
9485407	-0.040861	6.306221	0.967045
9485417	0.204305	5.952092	0.694638
9485429	0.449471	5.775027	0.640156
9485439	0.653777	5.611583	0.612916
9485448	0.8036	5.584342	0.544814
9485458	0.830841	5.706926	0.245166
9485470	0.694638	6.020194	-0.027241
9485480	0.599295	6.374323	-0.190685
9485490	0.599295	6.851035	-0.122583
9485500	0.544814	7.232405	-0.068102
9485511	0.490333	7.681876	0.122583
9485520	0.217926	8.281172	0.640156
9485531	0.040861	8.771504	1.089628
9485543	-0.122583	9.384419	1.811506
9485553	-0.313268	9.861132	2.138395
9485564	-0.476712	10.256122	2.383561
9485574	-0.40861	10.501288	2.233737
9485584	-0.245166	10.732834	1.97495
9485597	-0.108963	10.869038	1.416516
9485606	0.040861	10.96438	0.78998
9485616	0.054481	11.127824	0.599295
9485626	-0.068102	11.441092	0.612916
9485637	-0.38137	11.781601	0.8036
9485647	-0.8036	12.094869	1.225831
9485657	-0.830841	12.394516	1.661682
9485667	-1.021526	12.53072	1.96133
9485678	-0.898943	12.476238	2.124774
9485688	-0.667397	12.353656	2.152015
9485701	-0.190685	11.958665	2.056673
9485711	-0.190685	11.795221	1.920469
9485721	0.095342	11.686258	1.988571
9485732	-0.01362	11.645397	2.315459
9485742	-0.38137	11.604536	3.214402
9485752	-0.694638	11.604536	3.840938
9485762	-0.77636	11.481953	4.29041
9485773	-0.612916	11.209546	4.630918
9485783	-0.39499	10.828176	4.916945
9485793	-0.136203	10.433187	4.862464
9485804	-0.095342	10.269742	4.671779
9485814	-0.177065	10.18802	4.372132
9485824	-0.517573	10.038197	4.167826
9485836	-0.967045	9.874752	4.045243
9485846	-1.362035	9.847511	3.90904
9485856	-1.716164	9.765789	4.072484
9485868	-1.988571	9.697687	4.222308
9485878	-2.056673	9.534244	4.086104
9485888	-2.002191	9.180115	3.677494
9485899	-1.634442	8.539958	3.037338
9485909	-1.362035	8.104107	2.478903
9485920	-1.198591	7.586534	1.838747
9485932	-0.994285	7.354988	1.402896
9485942	-0.926184	7.0281	0.681017
9485954	-0.8036	6.714831	0.190685
9485964	-0.681017	6.728452	-0.122583
9485976	-0.694638	6.742072	-0.354129
9485986	-0.612916	6.837415	-0.599295
9485997	-0.544814	7.0281	-0.612916
9486008	-0.585675	7.246025	-0.299648
9486017	-0.708258	7.641015	-0.027241
9486027	-0.749119	7.995144	0.367749
9486038	-0.898943	8.322033	0.463092
9486048	-0.939804	8.676162	0.544814
9486058	-0.994285	8.921328	0.844462
9486068	-1.116868	9.180115	0.926184
9486079	-1.470998	9.534244	1.062387
9486089	-1.593581	9.80665	1.15773
9486099	-1.743405	9.983715	1.375655
9486109	-1.648062	10.147159	1.648062
9486120	-1.375655	10.160779	1.838747
9486132	-0.885323	9.956474	1.675303
9486142	-0.245166	9.738548	1.484618
9486152	0.163444	9.643207	1.239452
9486162	0.503953	9.684067	1.212211
9486173	0.653777	9.765789	1.348414
9486183	0.640156	9.997335	1.470998
9486193	0.326888	10.61025	1.648062
9486203	-0.054481	11.223166	2.192876
9486213	-0.286027	11.713499	2.601486
9486225	-0.612916	12.285554	2.860273
9486235	-1.021526	12.721405	2.76493
9486246	-1.416516	12.803127	2.696829
9486257	-1.56634	12.803127	2.315459
9486269	-1.470998	12.707785	2.519764
9486279	-1.116868	12.408136	2.887514
9486289	-0.572055	11.822462	3.255263
9486299	0.122583	11.086963	3.214402
9486311	0.994285	10.351464	2.383561
9486321	1.57996	9.888372	1.539099
9486334	2.179256	9.629586	0.926184
9486367	1.797886	10.365085	2.506144
9486380	1.089628	10.732834	3.704735
9486415	-0.912563	10.869038	4.930566
9486458	-1.076007	10.024576	4.208687
9486469	-0.054481	7.42309	1.893228
9486479	0.054481	7.0281	1.634442
9486492	0.354129	6.347082	1.266692
9486503	0.544814	6.088295	0.994285
9486514	0.994285	5.829509	0.626536
9486524	1.116868	5.679685	0.490333
9486534	1.266692	5.802268	0.463092
9486547	1.375655	6.061055	0.40861
9486557	1.266692	6.210878	0.095342
9486569	0.926184	6.864655	0.040861
9486579	0.667397	7.45033	0.095342
9486591	0.313268	8.144968	0.422231
9486601	0.054481	8.539958	0.572055
9486611	0.054481	8.771504	0.749119
9486623	0.054481	9.057531	0.953424
9486633	0.122583	9.275456	1.198591
9486646	0.122583	9.438901	1.511859
9486660	0.286027	9.643207	1.57996
9486670	0.476712	9.697687	1.348414
9486682	0.585675	9.861132	1.021526
9486692	0.640156	9.956474	0.735499
9486705	0.572055	10.405946	0.313268
9486715	0.299648	10.678352	0.40861
9486727	-0.01362	11.264028	0.830841
9486738	-0.190685	11.577295	0.980665
9486750	-0.354129	11.904184	1.443757
9486760	-0.422231	12.299174	1.879608
9486773	-0.190685	12.340035	2.111154
9486788	-0.245166	12.380896	2.315459
9486801	-0.286027	12.476238	2.247357
9486811	-0.463092	12.598822	2.274598
9486821	-0.830841	12.626062	2.233737
9486832	-1.17135	12.639683	2.560625
9486843	-1.55272	12.517099	3.010097
9486853	-1.743405	12.312795	3.296124
9486864	-1.797886	12.013146	3.52767
9486877	-1.770645	11.645397	3.391467
9486887	-1.56634	11.304889	3.405087
9486899	-1.348414	10.896278	3.13268
9486911	-1.15773	10.351464	3.078199
9486921	-1.266692	10.051817	3.010097
9486931	-1.402896	9.738548	2.873893
9486941	-1.825127	9.602345	2.955616
9486951	-2.029432	9.438901	3.023717
9486962	-2.029432	8.934948	2.642348
9486972	-1.770645	8.485476	2.220117
9486984	-1.484618	8.090487	1.811506
9486994	-1.225831	7.709117	1.443757
9487004	-1.021526	7.395849	1.198591
9487015	-0.735499	7.04172	0.830841
9487025	-0.558434	6.851035	0.77636
9487035	-0.39499	6.701211	0.667397
9487046	-0.204305	6.456045	0.354129
9487056	-0.054481	6.469665	0.286027
9487066	-0.054481	6.483285	0.054481
9487076	-0.01362	6.578628	-0.040861
9487088	0.054481	6.905516	-0.149824
9487097	-0.01362	7.123442	0.027241
9487107	-0.095342	7.409469	0.095342
9487120	-0.313268	7.763598	0.149824
9487129	-0.38137	8.090487	0.340509
9487139	-0.599295	8.349273	0.217926
9487150	-0.762739	8.730643	0.313268
9487160	-0.844462	9.112013	0.599295
9487170	-1.076007	9.384419	0.939804
9487180	-1.239452	9.643207	1.389275
9487192	-1.511859	9.942854	1.661682
9487201	-1.511859	10.051817	1.688923
9487211	-1.348414	10.160779	1.239452
9487223	-1.18497	10.160779	0.858082
9487234	-0.735499	10.119919	0.585675
9487243	-0.245166	10.119919	0.544814
9487254	0.190685	10.20164	0.708258
9487264	0.435851	10.351464	1.116868
9487273	0.517573	10.514909	1.470998
9487284	0.340509	10.896278	1.934089
9487294	0.054481	11.35937	2.124774
9487304	-0.136203	11.727119	2.247357
9487315	-0.190685	12.340035	2.587866
9487325	-0.503953	12.639683	2.873893
9487336	-0.967045	12.898469	2.696829
9487345	-1.076007	13.021052	2.655968
9487355	-1.103248	13.157256	2.478903
9487368	-1.116868	12.966571	2.560625
9487378	-0.898943	12.666924	2.873893
9487388	-0.40861	12.176591	2.969236
9487398	0.190685	11.481953	2.860273
9487408	0.926184	10.800936	2.506144
9487418	1.470998	10.310603	2.233737
9487428	1.920469	9.956474	1.865988
9487439	2.233737	9.629586	1.593581
9487449	2.260978	9.602345	1.607201
9487458	2.097533	9.80665	1.94771
9487469	1.416516	10.160779	2.492524
9487479	0.708258	10.474048	2.873893
9487489	0.190685	10.623871	3.11906
9487499	-0.245166	10.59663	3.500429
9487509	-0.544814	10.514909	3.731975
9487519	-0.667397	10.215261	3.868179
9487530	-0.640156	9.80665	3.691114
9487540	-0.476712	9.125633	3.445948
9487550	-0.163444	8.512717	2.969236
9487561	0.081722	7.872561	2.478903
9487571	0.204305	7.286886	1.96133
9487581	0.286027	6.796554	1.675303
9487591	0.490333	6.25174	1.239452
9487602	0.640156	6.047434	0.994285
9487611	0.735499	5.992953	0.599295
9487621	0.708258	5.734167	0.204305
9487631	0.599295	5.843129	0.204305
9487641	0.667397	6.061055	-0.190685
9487652	0.612916	6.074675	-0.490333
9487661	0.612916	6.347082	-0.681017
9487672	0.531194	6.755692	-0.8036
9487682	0.544814	7.068961	-0.667397
9487693	0.517573	7.382228	-0.667397
9487703	0.476712	7.777218	-0.449471
9487713	0.40861	8.281172	-0.122583
9487723	0.177065	8.757884	0.354129
9487735	-0.01362	9.248216	1.18497
9487744	-0.136203	9.575105	1.56634
9487760	-0.217926	10.010956	1.97495
9487770	-0.204305	10.296983	1.770645
9487780	-0.122583	10.351464	1.15773
9487789	-0.027241	10.446807	0.517573
9487802	0.068102	10.651112	0.054481
9487811	0.01362	10.869038	0.01362
9487821	-0.149824	11.127824	0.149824
9487834	-0.367749	11.481953	0.190685
9487844	-0.8036	12.013146	0.8036
9487856	-1.212211	12.421757	1.18497
9487865	-1.375655	12.612442	1.661682
9487875	-1.334794	12.612442	1.893228
9487887	-1.103248	12.476238	1.607201
9487897	-0.830841	12.421757	1.470998
9487907	-0.612916	12.380896	1.362035
9487924	-0.531194	12.217452	1.007906
9487938	-0.503953	12.326415	1.225831
9487948	-0.640156	12.435377	1.838747
9487959	-1.062387	12.476238	2.669588
9487971	-1.293933	12.421757	2.996476
9487981	-1.348414	12.394516	3.241643
9487992	-1.702543	12.176591	3.255263
9488003	-1.770645	11.999526	3.473189
9488013	-1.920469	11.604536	3.772836
9488023	-1.988571	11.223166	3.459568
9488033	-2.083913	10.705593	3.241643
9488043	-2.165635	10.106298	2.901134
9488054	-2.192876	9.507003	2.315459
9488064	-2.192876	8.934948	1.865988
9488075	-2.070293	8.539958	1.334794
9488087	-1.879608	7.967904	0.980665
9488097	-1.648062	7.627395	0.708258
9488106	-1.443757	7.177923	0.653777
9488118	-1.375655	6.714831	0.449471
9488128	-1.089628	6.387943	0.027241
9488138	-0.912563	6.156397	-0.095342
9488150	-0.735499	5.88399	-0.40861
9488163	-0.39499	5.747787	-0.503953
9488173	-0.095342	5.720546	-0.585675
9488183	0.122583	5.734167	-0.708258
9488198	0.204305	6.061055	-0.435851
9488208	0.122583	6.565008	-0.39499
9488219	-0.01362	7.014479	-0.422231
9488228	-0.272407	7.477571	-0.449471
9488239	-0.517573	8.022385	-0.354129
9488249	-0.735499	8.539958	-0.136203
9488259	-0.912563	8.853226	0.081722
9488269	-1.103248	9.112013	0.476712
9488280	-1.089628	9.370799	0.8036
9488290	-1.021526	9.629586	1.144109
9488303	-0.939804	10.079058	1.443757
9488312	-0.735499	10.351464	1.402896
9488323	-0.449471	10.637491	1.212211
9488334	-0.136203	10.841797	1.15773
9488344	0.149824	11.005241	0.967045
9488354	0.272407	11.209546	1.103248
9488366	0.476712	11.509193	1.607201
9488375	0.39499	11.699879	1.797886
9488386	0.040861	12.285554	2.478903
9488396	-0.245166	12.54434	2.683208
9488407	-0.694638	12.95295	2.833032
9488416	-0.994285	13.116395	2.696829
9488426	-1.470998	13.143636	2.192876
9488439	-1.702543	13.130015	1.266692
9488448	-1.797886	12.95295	0.8036
9488458	-1.511859	12.571581	0.8036
9488471	-0.558434	11.890564	0.898943
9488480	0.122583	11.277648	1.293933
9488490	0.77636	10.56939	1.443757
9488501	1.321174	10.092678	1.607201
9488512	1.811506	9.697687	1.416516
9488524	2.192876	9.466142	1.15773
9488534	2.220117	9.384419	1.116868
9488544	1.988571	9.561484	1.416516
9488556	1.57996	9.79303	1.729784
9488565	1.18497	10.024576	2.083913
9488575	0.544814	10.392325	2.601486
9488586	0.01362	10.637491	3.187161
9488596	-0.544814	10.800936	3.718355
9488606	-0.926184	10.828176	4.181447
9488616	-1.130489	10.474048	3.977142
9488630	-1.212211	9.833891	3.445948
9488641	-0.994285	9.057531	2.642348
9488650	-0.749119	8.376513	2.192876
9488660	-0.640156	7.954283	1.770645
9488678	-0.286027	7.123442	1.103248
9488688	-0.217926	6.714831	0.735499
9488698	0.027241	6.537767	0.38137
9488708	0.258787	6.292601	0.286027
9488718	0.503953	6.183638	0.095342
9488728	0.599295	6.183638	-0.149824
9488739	0.667397	6.360703	-0.463092
9488750	0.735499	6.742072	-0.640156
9488760	0.531194	7.123442	-0.640156
9488770	0.463092	7.545672	-0.39499
9488781	0.245166	7.954283	0.190685
9488791	0.095342	8.403754	0.694638
9488801	-0.095342	8.825985	1.293933
9488812	-0.204305	9.220976	1.634442
9488822	-0.217926	9.507003	1.770645
9488832	-0.286027	9.602345	1.784266
9488842	-0.272407	9.738548	1.865988
9488854	-0.095342	9.861132	2.015811
9488864	0.054481	9.929234	1.784266
9488874	0.190685	9.942854	1.334794
9488885	0.313268	10.18802	0.830841
9488895	0.163444	10.310603	0.708258
9488905	0.040861	10.637491	0.708258
9488915	-0.177065	10.855417	0.926184
9488926	-0.435851	11.086963	1.280313
9488936	-0.640156	11.386611	1.675303
9488946	-0.476712	11.441092	2.070293
9488957	-0.354129	11.699879	2.410802
9488967	-0.286027	11.672638	2.642348
9488977	-0.340509	11.74074	2.547005
9488990	-0.585675	11.795221	2.152015
9488999	-0.708258	11.795221	2.124774
9489010	-1.021526	11.876944	2.056673
9489021	-1.348414	11.917805	1.838747
9489030	-1.470998	11.904184	1.362035
9489041	-1.55272	11.890564	1.307553
9489051	-1.539099	11.836082	1.539099
9489062	-1.56634	11.863323	1.865988
9489071	-1.838747	11.958665	2.3427
9489084	-2.220117	12.054008	3.486809
9489094	-2.506144	11.931424	3.90904
9489105	-2.73769	11.645397	3.92266
9489115	-2.76493	11.073342	3.677494
9489125	-2.601486	10.460427	3.282504
9489135	-2.260978	9.80665	2.628727
9489145	-1.811506	9.084772	2.220117
9489156	-1.321174	8.376513	1.988571
9489165	-1.062387	7.804459	1.688923
9489175	-0.830841	7.409469	1.470998
9489186	-0.572055	7.0281	1.239452
9489196	-0.354129	6.728452	1.076007
9489206	-0.245166	6.565008	0.762739
9489216	-0.190685	6.415184	0.449471
9489227	-0.108963	6.27898	0.095342
9489238	-0.122583	6.306221	-0.177065
9489247	-0.122583	6.415184	-0.503953
9489257	-0.054481	6.387943	-0.898943
9489267	0.095342	6.524147	-0.980665
9489278	0.245166	6.864655	-0.817221
9489289	0.435851	7.218784	-0.245166
9489298	0.544814	7.382228	0.217926
9489310	0.449471	7.858941	0.503953
9489320	0.245166	8.308413	0.77636
9489331	0.027241	8.785124	0.858082
9489341	-0.245166	9.071152	0.967045
9489351	-0.612916	9.329938	1.17135
9489361	-0.898943	9.684067	1.470998
9489371	-1.062387	9.915613	1.797886
9489382	-0.912563	9.929234	1.797886
9489392	-0.449471	9.861132	1.675303
9489402	0.040861	9.779409	1.321174
9489413	0.640156	9.670447	1.280313
9489423	1.103248	9.697687	1.55272
9489433	1.430137	9.901993	1.893228
9489443	1.443757	10.20164	2.111154
9489455	1.18497	10.501288	2.192876
9489464	0.735499	11.032481	2.260978
9489475	0.149824	11.699879	2.438042
9489484	-0.149824	12.367276	2.778551
9489495	-0.926184	13.143636	3.037338
9489505	-1.57996	13.456903	2.833032
9489515	-1.770645	13.661209	2.696829
9489528	-1.797886	13.838273	2.73769
9489537	-1.56634	13.552246	3.050958
9489553	-0.994285	13.116395	3.459568
9489572	0.612916	11.563675	3.51405
9489583	1.089628	11.059722	3.023717
9489595	1.253072	10.705593	2.315459
9489605	1.239452	10.54215	1.906849
9489615	0.885323	10.514909	1.661682
9489626	0.39499	10.719213	1.838747
9489637	0.081722	10.991621	2.383561
9489649	-0.286027	11.195926	2.846653
9489658	-0.653777	11.182305	3.11906
9489669	-0.871702	11.046102	3.282504
9489680	-1.253072	10.828176	3.568531
9489690	-1.416516	10.446807	3.663873
9489700	-1.280313	9.861132	3.677494
9489710	-1.048767	9.139254	3.282504
9489720	-0.681017	8.349273	2.833032
9489731	-0.435851	7.600154	2.478903
9489741	-0.313268	7.137062	2.124774
9489753	-0.095342	6.319841	1.607201
9489763	0.068102	5.965712	1.18497
9489773	0.258787	5.597963	0.885323
9489783	0.313268	5.243834	0.762739
9489795	0.612916	5.284695	0.40861
9489807	0.681017	5.148491	0.217926
9489817	0.735499	5.311935	0.245166
9489827	0.77636	5.584342	-0.027241
9489840	0.667397	5.897611	-0.149824
9489849	0.40861	6.26536	-0.204305
9489860	0.190685	6.769313	-0.054481
9489870	0.149824	7.177923	-0.054481
9489880	0.040861	7.627395	0.340509
9489891	0.040861	7.940663	0.558434
9489902	-0.122583	8.403754	0.967045
9489911	-0.313268	8.757884	1.116868
9489922	-0.558434	9.329938	1.402896
9489932	-0.708258	9.861132	1.525479
9489943	-0.762739	10.365085	1.280313
9489952	-0.749119	10.56939	0.844462
9489962	-0.640156	10.760075	0.640156
9489974	-0.476712	10.828176	0.476712
9489983	-0.38137	11.046102	0.762739
9489994	-0.40861	11.304889	1.035146
9490006	-0.272407	11.441092	1.293933
9490016	-0.095342	11.999526	1.648062
9490026	-0.136203	12.14935	2.152015
9490036	-0.217926	12.421757	2.846653
9490046	-0.449471	13.061913	3.200782
9490057	-0.667397	13.443283	3.990762
9490067	-0.953424	13.756551	4.29041
9490078	-1.457377	14.056199	4.944186
9490087	-2.083913	13.988097	5.393658
9490098	-2.274598	13.70207	5.448139
9490108	-2.3427	13.565866	5.87037
9490118	-2.247357	13.061913	5.734167
9490128	-1.770645	12.190211	5.09401
9490138	-1.402896	11.699879	4.69902
9490148	-0.980665	11.127824	4.331271
9490159	-0.653777	10.474048	4.099725
9490169	-0.476712	10.010956	3.949901
9490179	-0.449471	9.684067	3.663873
9490189	-0.612916	9.248216	3.336985
9490200	-1.062387	8.948568	3.037338
9490210	-1.375655	8.717023	2.72407
9490220	-1.620821	8.444615	2.247357
9490232	-1.743405	8.131348	2.002191
9490242	-1.702543	7.709117	1.57996
9490251	-1.525479	7.409469	1.17135
9490262	-1.321174	7.014479	0.735499
9490272	-1.116868	6.701211	0.435851
9490285	-0.721878	6.469665	0.108963
9490295	-0.585675	6.224499	-0.136203
9490304	-0.299648	6.129157	-0.286027
9490315	-0.068102	6.129157	-0.163444
9490326	0.122583	6.115536	-0.286027
9490336	0.149824	6.25174	-0.122583
9490345	0.108963	6.63311	-0.027241
9490355	0.163444	7.05534	0.190685
9490366	0.122583	7.286886	0.313268
9490376	0.122583	7.532053	0.326888
9490386	-0.204305	7.927042	0.653777
9490396	-0.544814	8.349273	0.858082
9490407	-0.898943	8.730643	1.15773
9490417	-1.021526	9.084772	1.457377
9490427	-1.15773	9.343558	1.661682
9490437	-1.225831	9.575105	1.784266
9490448	-1.266692	9.79303	1.94771
9490459	-1.116868	9.942854	1.757025
9490468	-0.926184	10.065437	1.321174
9490479	-0.667397	10.310603	0.830841
9490489	-0.38137	10.54215	0.762739
9490499	-0.177065	10.61025	0.830841
9490510	0.027241	10.896278	0.994285
9490521	-0.081722	11.127824	1.511859
9490531	-0.286027	11.795221	2.315459
9490544	-0.8036	12.435377	3.105439
9490554	-1.375655	12.762266	3.432328
9490565	-1.688923	12.980191	3.336985
9490575	-1.96133	12.92571	2.73769
9490585	-1.934089	12.748646	2.192876
9490595	-1.716164	12.517099	1.511859
9490606	-1.103248	12.14935	1.253072
9490616	-0.177065	11.74074	1.348414
9490625	0.544814	11.304889	1.675303
9490636	1.15773	10.896278	2.056673
9490646	1.57996	10.705593	2.288218
9490659	1.879608	10.501288	2.410802
9490668	1.743405	10.59663	2.547005
9490679	1.511859	10.719213	2.778551
9490688	1.035146	10.95076	2.805792
9490698	0.435851	11.209546	3.091819
9490709	-0.040861	11.441092	3.418707
9490719	-0.612916	11.618156	3.786457
9490729	-1.15773	11.618156	4.126966
9490739	-1.55272	11.304889	4.181447
9490749	-1.688923	10.787315	4.181447
9490760	-1.702543	10.119919	4.249548
9490770	-1.389275	9.316318	3.868179
9490780	-0.858082	8.294792	3.418707
9490792	-0.40861	7.395849	2.669588
9490802	-0.054481	6.796554	2.383561
9490812	0.108963	6.020194	1.743405
9490823	0.40861	5.516241	1.17135
9490833	0.531194	5.202973	0.762739
9490844	0.681017	5.162112	0.544814
9490854	0.817221	5.039529	0.313268
9490864	0.78998	5.09401	0.122583
9490874	0.8036	5.352797	-0.313268
9490886	0.653777	5.638824	-0.40861
9490896	0.38137	6.006573	-0.435851
9490906	0.149824	6.592248	-0.340509
9490916	-0.01362	7.068961	-0.054481
9490927	-0.149824	7.627395	0.095342
9490937	-0.245166	8.022385	0.340509
9490947	-0.326888	8.580819	0.544814
9490957	-0.490333	8.934948	0.912563
9490967	-0.667397	9.289077	1.103248
9490978	-0.640156	9.670447	1.511859
9490987	-0.572055	9.929234	1.770645
9490997	-0.299648	10.20164	1.934089
9491010	-0.163444	10.446807	2.002191
9491019	-0.068102	10.719213	1.838747
9491030	-0.027241	10.909899	1.757025
9491040	-0.122583	11.127824	1.825127
9491050	-0.38137	11.618156	2.056673
9491060	-0.572055	11.890564	2.247357
9491070	-0.871702	12.094869	2.547005
9491081	-1.089628	12.476238	2.683208
9491091	-1.198591	12.735025	2.587866
9491102	-1.362035	12.857608	2.478903
9491112	-1.307553	13.061913	2.165635
9491122	-1.266692	13.157256	2.220117
9491132	-1.511859	13.443283	2.220117
9491143	-1.934089	13.661209	2.982856
9491153	-2.492524	13.797412	4.181447
9491163	-2.683208	13.892755	4.807983
9491173	-2.982856	13.74293	5.448139
9491183	-2.955616	13.34794	5.829509
9491194	-2.519764	12.666924	5.393658
9491203	-1.988571	12.094869	5.025908
9491213	-1.470998	11.536434	4.630918
9491223	-1.225831	10.93714	4.481094
9491235	-1.15773	10.242501	4.249548
9491244	-1.239452	9.901993	4.181447
9491254	-1.56634	9.466142	3.854558
9491264	-1.784266	9.139254	3.1463
9491275	-2.029432	8.825985	2.247357
9491285	-2.274598	8.526338	1.770645
9491295	-2.478903	8.158588	1.266692
9491306	-2.492524	7.654635	0.640156
9491316	-2.383561	7.409469	0.38137
9491326	-2.138395	7.096201	0.136203
9491340	-1.729784	6.469665	-0.299648
9491349	-1.375655	6.088295	-0.435851
9491361	-1.048767	5.87037	-0.231546
9491371	-0.653777	5.693305	-0.245166
9491381	-0.286027	5.516241	-0.245166
9491391	-0.054481	5.393658	0.068102
9491402	0.027241	5.448139	0.054481
9491412	0.027241	5.652444	0.01362
9491423	0.068102	5.938472	0.054481
9491433	0.068102	6.210878	0.136203
9491444	-0.136203	6.592248	0.054481
9491456	-0.503953	6.987238	0.01362
9491465	-0.612916	7.191544	0.163444
9491475	-0.749119	7.518432	0.40861
9491488	-0.708258	7.8317	0.762739
9491497	-0.78998	8.104107	1.076007
9491507	-1.048767	8.526338	1.321174
9491517	-1.17135	8.839605	1.225831
9491528	-1.280313	9.261836	1.062387
9491538	-1.280313	9.588725	0.667397
9491548	-1.021526	9.942854	0.38137
9491558	-0.762739	10.160779	0.313268
9491569	-0.367749	10.474048	0.531194
9491579	0.01362	10.800936	0.681017
9491589	0.217926	11.127824	1.103248
9491599	0.217926	11.509193	1.484618
9491618	-0.476712	12.612442	2.982856
9491628	-0.762739	13.225358	3.731975
9491638	-0.926184	13.579487	4.29041
9491648	-1.048767	13.715691	4.29041
9491659	-0.926184	13.824653	3.786457
9491669	-0.694638	13.74293	3.091819
9491679	-0.599295	13.620348	3.1463
9491691	-0.231546	13.443283	3.554911
9491700	-0.231546	13.034673	4.018003
9491710	0.149824	12.503479	4.276789
9491721	0.476712	11.985906	4.086104
9491731	0.830841	11.318509	3.51405
9491741	1.15773	10.732834	2.860273
9491751	1.225831	10.460427	2.478903
9491762	1.266692	10.310603	2.438042
9491773	1.15773	10.392325	2.628727
9491782	0.953424	10.487668	2.887514
9491792	0.585675	10.514909	3.323365
9491803	0.122583	10.474048	3.677494
9491813	-0.245166	10.419566	3.827318
9491822	-0.572055	10.228881	4.018003
9491832	-0.8036	9.929234	3.990762
9491846	-0.898943	9.507003	3.949901
9491855	-0.858082	8.676162	3.800077
9491866	-0.558434	7.899802	3.473189
9491876	-0.272407	7.314126	3.010097
9491886	-0.068102	6.769313	2.506144
9491897	0.040861	6.27898	2.083913
9491908	0.299648	5.775027	1.57996
9491917	0.572055	5.46176	1.266692
9491927	0.749119	5.352797	1.15773
9491937	0.926184	5.311935	0.858082
9491948	0.885323	5.257454	0.626536
9491958	0.817221	5.47538	0.422231
9491968	0.708258	5.897611	0.286027
9491980	0.38137	6.428804	0.136203
9491990	0.149824	6.823794	0.258787
9492000	-0.068102	7.246025	0.163444
