Time in milliSecond	x	y	z
9531550	-1.375655	8.281172	2.778551
9531560	-1.825127	8.308413	2.73769
9531570	-2.192876	8.21307	2.410802
9531581	-2.3427	7.995144	1.879608
9531593	-2.247357	7.709117	1.348414
9531605	-1.934089	7.218784	0.858082
9531618	-1.470998	6.769313	0.640156
9531631	-1.089628	6.224499	0.40861
9531642	-1.15773	6.170018	0.762739
9531654	-1.116868	6.142777	0.721878
9531665	-0.994285	6.224499	0.912563
9531676	-0.994285	6.442424	0.558434
9531686	-1.035146	6.619489	0.435851
9531696	-1.266692	7.000859	0.245166
9531706	-1.280313	7.191544	0.081722
9531717	-1.18497	7.45033	0.149824
9531727	-1.076007	7.545672	-0.068102
9531739	-0.967045	7.804459	-0.040861
9531748	-0.912563	8.063246	0.122583
9531759	-1.048767	8.458236	0.503953
9531770	-1.321174	8.921328	0.980665
9531780	-1.56634	9.343558	1.470998
9531790	-1.607201	9.670447	1.716164
9531800	-1.539099	9.847511	1.770645
9531810	-1.416516	9.915613	1.607201
9531820	-1.18497	10.010956	1.375655
9531830	-1.062387	10.065437	1.280313
9531841	-0.612916	10.092678	1.15773
9531852	-0.272407	10.051817	1.103248
9531862	-0.01362	10.092678	1.321174
9531872	0.122583	10.310603	1.607201
9531883	0.122583	10.487668	1.634442
9531893	0.122583	10.800936	1.634442
9531904	0.122583	11.277648	1.402896
9531914	-0.190685	11.808842	1.416516
9531924	-0.326888	12.571581	1.770645
9531935	-0.735499	13.279839	2.3427
9531944	-1.375655	13.811032	2.574246
9531955	-1.784266	14.246883	2.928375
9531965	-2.124774	14.451189	3.432328
9531975	-2.329079	14.396708	3.963521
9531987	-2.574246	13.960856	4.903325
9531997	-2.478903	13.293459	5.311935
9532007	-2.056673	12.13573	4.957807
9532017	-1.198591	10.882658	4.018003
9532028	-0.286027	9.956474	2.833032
9532038	0.245166	9.39804	1.96133
9532048	0.572055	8.934948	1.18497
9532060	0.844462	8.771504	0.939804
9532070	0.694638	9.030291	1.389275
9532080	0.095342	9.547864	2.260978
9532091	-0.681017	9.970095	3.255263
9532118	-1.852367	10.419566	3.963521
9532129	-2.015811	9.983715	3.881799
9532139	-1.716164	9.343558	3.623013
9532150	-1.321174	8.580819	3.309745
9532160	-0.844462	7.804459	2.805792
9532170	-0.599295	7.218784	2.138395
9532181	-0.326888	6.701211	1.416516
9532191	-0.122583	6.306221	0.749119
9532200	0.040861	5.992953	0.286027
9532210	0.204305	5.85675	0.054481
9532221	0.286027	5.802268	-0.149824
9532231	0.354129	5.87037	-0.313268
9532241	0.286027	6.142777	-0.326888
9532252	0.163444	6.537767	-0.476712
9532263	-0.068102	7.150682	-0.38137
9532273	-0.313268	7.532053	-0.217926
9532283	-0.612916	8.185829	0.286027
9532295	-0.78998	8.866846	0.871702
9532305	-0.708258	9.316318	1.035146
9532315	-0.681017	9.534244	1.402896
9532327	-0.572055	9.833891	1.797886
9532336	-0.435851	9.970095	2.029432
9532347	-0.313268	10.215261	2.070293
9532358	-0.38137	10.160779	2.383561
9532368	-0.354129	10.283362	2.710449
9532378	-0.204305	10.283362	2.683208
9532390	-0.068102	10.242501	2.369941
9532400	-0.068102	10.256122	1.96133
9532410	-0.217926	10.419566	1.838747
9532422	-0.708258	10.773695	1.797886
9532432	-1.130489	10.978001	1.770645
9532445	-1.348414	11.073342	1.17135
9532458	-1.348414	11.141444	1.15773
9532469	-1.18497	11.223166	1.321174
9532481	-0.858082	11.223166	1.511859
9532499	-0.38137	10.991621	1.498238
9532509	-0.299648	11.059722	0.994285
9532521	-0.149824	11.304889	0.531194
9532531	-0.708258	12.054008	1.116868
9532545	-2.192876	13.116395	3.309745
9532555	-3.282504	13.906375	4.971427
9532567	-4.058864	14.383087	6.197258
9532599	-1.94771	11.277648	4.058864
9532620	-0.967045	9.575105	2.955616
9532631	-1.103248	9.057531	2.76493
9532643	-1.334794	8.676162	2.369941
9532653	-1.539099	8.417375	1.838747
9532663	-1.729784	8.21307	1.280313
9532675	-1.825127	8.090487	0.898943
9532684	-1.825127	7.899802	0.517573
9532697	-1.607201	7.572913	0.095342
9532706	-1.470998	7.327747	0.095342
9532716	-1.253072	7.150682	0.286027
9532727	-1.076007	6.959998	0.531194
9532738	-0.926184	6.810174	0.721878
9532747	-0.817221	6.714831	0.967045
9532758	-0.558434	6.687591	0.640156
9532768	-0.217926	6.510526	0.422231
9532778	-0.054481	6.483285	0.286027
9532788	0.040861	6.605869	-0.01362
9532798	0.054481	6.67397	-0.054481
9532809	0.054481	6.891896	-0.027241
9532819	-0.163444	7.246025	-0.027241
9532829	-0.40861	7.545672	0.027241
9532840	-0.708258	8.008764	0.231546
9532850	-0.912563	8.485476	0.299648
9532860	-1.062387	8.798744	0.313268
9532871	-1.089628	8.962189	0.463092
9532882	-0.980665	9.098392	0.599295
9532892	-0.994285	9.234595	0.708258
9532902	-1.089628	9.493382	1.076007
9532912	-1.15773	9.765789	1.443757
9532923	-0.912563	9.901993	1.402896
9532932	-0.653777	9.942854	1.57996
9532942	-0.190685	9.970095	1.375655
9532955	0.245166	10.160779	1.15773
9532964	0.531194	10.283362	1.035146
9532974	0.653777	10.528529	0.926184
9532985	0.39499	10.991621	0.858082
9532995	0.081722	11.495573	0.844462
9533005	0.081722	12.122109	1.089628
9533015	-0.354129	12.653303	1.062387
9533026	-0.762739	13.198117	1.225831
9533036	-1.130489	13.770171	1.511859
9533046	-1.321174	14.124301	1.729784
9533058	-1.525479	14.396708	2.315459
9533068	-1.607201	14.314985	2.73769
9533078	-1.539099	13.919995	3.541291
9533090	-1.321174	13.402422	4.208687
9533100	-1.048767	12.789507	4.780742
9533110	-0.708258	11.945045	4.998668
9533122	-0.149824	10.773695	4.331271
9533132	0.354129	10.051817	3.473189
9533145	0.612916	9.602345	2.833032
9533156	0.599295	9.479762	2.669588
9533167	0.40861	9.507003	2.805792
9533177	0.204305	9.615966	2.941995
9533187	-0.122583	9.629586	3.064578
9533198	-0.245166	9.643207	3.241643
9533209	-0.449471	9.479762	3.13268
9533221	-0.367749	9.193735	3.091819
9533231	-0.476712	8.894087	3.064578
9533245	-0.640156	8.539958	3.268883
9533258	-0.531194	7.981524	2.73769
9533267	-0.299648	7.504812	2.192876
9533277	-0.190685	7.096201	1.443757
9533289	-0.190685	6.837415	0.898943
9533299	-0.040861	6.537767	0.476712
9533309	-0.040861	6.387943	0.149824
9533321	0.068102	6.26536	0.054481
9533330	-0.122583	6.387943	0.217926
9533341	-0.38137	6.701211	0.39499
9533351	-0.422231	6.932757	0.367749
9533361	-0.217926	7.04172	0.367749
9533372	-0.217926	7.191544	-0.190685
9533381	0.095342	7.42309	-0.190685
9533391	0.054481	7.654635	-0.217926
9533401	0.108963	7.913422	0.040861
9533411	0.01362	8.485476	0.422231
9533422	-0.190685	8.989429	0.994285
9533433	-0.272407	9.547864	1.457377
9533443	-0.258787	9.970095	2.247357
9533454	-0.190685	10.378705	2.547005
9533465	-0.245166	10.828176	2.76493
9533474	-0.286027	10.923519	2.642348
9533484	-0.258787	10.923519	2.220117
9533494	-0.476712	11.100583	1.825127
9533505	-0.735499	11.386611	1.675303
9533515	-0.858082	11.441092	1.865988
9533525	-0.898943	11.577295	1.934089
9533537	-0.77636	11.604536	1.920469
9533547	-0.599295	11.413852	1.838747
9533558	-0.326888	11.441092	1.920469
9533568	-0.108963	11.427472	2.152015
9533578	0.122583	11.481953	2.165635
9533589	-0.040861	11.577295	2.315459
9533600	-0.326888	11.713499	2.778551
9533610	-0.38137	11.727119	2.941995
9533621	-0.476712	11.699879	2.819412
9533631	-0.449471	11.74074	2.35632
9533641	-0.708258	11.836082	2.056673
9533652	-1.144109	12.026767	2.056673
9533662	-1.55272	12.067628	2.260978
9533672	-1.865988	11.999526	2.506144
9533683	-2.165635	11.795221	2.996476
9533695	-2.192876	11.550055	3.554911
9533705	-2.288218	11.209546	3.813697
9533715	-2.097533	10.54215	3.704735
9533726	-1.797886	9.901993	3.459568
9533736	-1.443757	9.384419	3.11906
9533746	-1.15773	8.798744	2.901134
9533756	-0.980665	8.281172	2.669588
9533766	-0.994285	7.967904	2.574246
9533776	-1.062387	7.749978	2.601486
9533786	-1.089628	7.559293	2.451663
9533798	-1.17135	7.382228	2.070293
9533808	-1.225831	7.354988	1.879608
9533817	-1.280313	7.137062	1.634442
9533828	-1.18497	6.919137	1.062387
9533838	-0.912563	6.701211	0.721878
9533848	-0.640156	6.483285	0.40861
9533858	-0.490333	6.428804	0.027241
9533868	-0.313268	6.401564	-0.149824
9533881	-0.354129	6.565008	-0.245166
9533891	-0.313268	6.878275	-0.190685
9533902	-0.313268	7.177923	-0.190685
9533912	-0.367749	7.463951	-0.258787
9533922	-0.503953	7.927042	-0.190685
9533932	-0.612916	8.376513	0.245166
9533944	-0.898943	9.00305	0.667397
9533953	-1.212211	9.520623	0.871702
9533965	-1.57996	9.874752	1.144109
9533975	-1.934089	10.160779	1.375655
9533985	-1.988571	10.378705	1.607201
9533995	-2.056673	10.54215	1.688923
9534005	-1.797886	10.56939	1.607201
9534016	-1.321174	10.446807	1.539099
9534025	-0.708258	10.337844	1.784266
9534035	-0.108963	10.256122	1.988571
9534046	0.354129	10.174399	2.029432
9534057	0.78998	10.228881	2.192876
9534067	0.994285	10.351464	2.533385
9534078	0.830841	10.637491	2.260978
9534088	0.258787	11.168685	2.220117
9534098	-0.326888	11.645397	2.097533
9534108	-0.953424	12.203832	1.893228
9534120	-1.525479	12.871228	2.152015
9534129	-2.111154	13.279839	2.056673
9534139	-2.3427	13.443283	2.043052
9534149	-2.274598	13.252599	2.179256
9534160	-2.124774	13.089154	2.451663
9534170	-1.525479	12.612442	2.76493
9534181	-0.503953	11.931424	2.982856
9534192	0.354129	11.209546	2.955616
9534201	1.021526	10.56939	2.914754
9534211	1.57996	9.915613	2.669588
9534222	1.934089	9.602345	2.451663
9534232	2.138395	9.41166	2.424422
9534243	1.784266	9.507003	2.438042
9534253	1.17135	9.80665	2.547005
9534263	0.476712	10.419566	2.805792
9534273	-0.286027	10.869038	3.010097
9534283	-0.858082	11.086963	3.050958
9534293	-1.17135	11.127824	3.200782
9534304	-1.443757	11.086963	3.459568
9534314	-1.634442	10.828176	3.731975
9534325	-1.702543	10.242501	4.031623
9534336	-1.56634	9.534244	4.058864
9534346	-1.225831	8.744264	3.704735
9534357	-0.8036	7.995144	3.091819
9534368	-0.463092	7.150682	2.233737
9534378	-0.286027	6.67397	1.934089
9534388	-0.286027	6.306221	1.443757
9534399	-0.149824	5.87037	0.967045
9534409	-0.108963	5.611583	0.844462
9534418	-0.054481	5.597963	0.8036
9534429	0.095342	5.570722	0.449471
9534440	0.354129	5.666065	-0.054481
9534450	0.544814	5.924851	-0.449471
9534460	0.572055	6.25174	-0.885323
9534470	0.490333	6.578628	-0.926184
9534481	0.503953	7.0281	-0.8036
9534491	0.476712	7.409469	-0.626536
9534501	0.286027	7.913422	-0.136203
9534512	0.040861	8.59444	0.422231
9534522	-0.108963	9.152874	0.858082
9534532	-0.367749	9.547864	1.511859
9534542	-0.490333	9.820271	1.675303
9534552	-0.422231	9.983715	1.57996
9534562	-0.149824	9.997335	1.457377
9534572	-0.149824	10.024576	1.048767
9534582	0.122583	10.092678	0.967045
9534594	0.190685	10.296983	0.8036
9534603	0.068102	10.405946	0.640156
9534614	0.068102	10.623871	0.544814
9534624	-0.027241	10.828176	0.39499
9534634	-0.027241	11.005241	0.326888
9534644	-0.01362	11.318509	0.38137
9534654	0.095342	11.659018	0.898943
9534664	0.217926	11.958665	1.307553
9534675	0.245166	12.190211	1.470998
9534685	0.326888	12.53072	1.57996
9534695	0.340509	12.816748	1.893228
9534705	0.217926	13.279839	2.288218
9534716	-0.149824	13.756551	3.159921
9534727	-0.994285	14.08344	4.181447
9534736	-1.879608	14.369467	5.311935
9534747	-2.451663	14.056199	6.347082
9534758	-2.329079	13.361561	6.483285
9534768	-1.729784	12.258313	5.965712
9534779	-1.021526	11.209546	5.216593
9534789	-0.490333	10.065437	4.154206
9534802	0.068102	9.098392	3.214402
9534811	0.149824	8.526338	2.996476
9534821	0.136203	8.158588	2.710449
9534831	-0.068102	8.036005	2.506144
9534841	-0.626536	8.185829	2.247357
9534851	-1.089628	8.294792	2.083913
9534861	-1.607201	8.417375	1.797886
9534872	-1.879608	8.349273	1.620821
9534882	-2.002191	8.335652	1.402896
9534893	-1.988571	7.940663	0.939804
9534904	-1.770645	7.627395	0.912563
9534914	-1.56634	7.409469	0.980665
9534925	-1.280313	7.246025	0.885323
9534936	-0.885323	6.837415	0.898943
9534946	-0.572055	6.578628	0.640156
9534956	-0.38137	6.442424	0.367749
9534967	-0.177065	6.387943	0.258787
9534977	-0.095342	6.537767	0.136203
9534987	-0.136203	6.769313	0.177065
9534997	-0.177065	7.109821	0.204305
9535007	-0.40861	7.45033	0.39499
9535019	-0.721878	7.818079	0.449471
9535028	-1.280313	8.499097	0.476712
9535042	-1.770645	9.112013	0.694638
9535052	-1.988571	9.357179	0.422231
9535063	-2.029432	9.697687	0.354129
9535073	-1.97495	9.765789	0.39499
9535083	-1.797886	9.901993	0.830841
9535093	-1.620821	9.874752	1.062387
9535104	-1.253072	9.901993	1.266692
9535114	-0.898943	9.983715	1.416516
9535125	-0.517573	10.092678	1.57996
9535136	-0.231546	10.119919	1.852367
9535146	0.027241	10.228881	1.661682
9535155	0.326888	10.310603	1.620821
9535165	0.476712	10.514909	1.770645
9535176	0.299648	10.828176	1.934089
9535186	0.095342	10.991621	2.152015
9535196	-0.286027	11.413852	2.015811
9535206	-0.435851	11.713499	1.852367
9535217	-0.667397	12.13573	1.743405
9535227	-1.144109	12.408136	1.511859
9535240	-1.55272	12.762266	1.770645
9535250	-1.470998	13.021052	1.852367
9535262	-1.17135	12.93933	2.015811
9535272	-0.503953	12.408136	2.410802
9535282	0.299648	11.999526	2.860273
9535292	0.967045	11.563675	3.228022
9535303	1.470998	11.046102	3.377846
9535312	1.648062	10.514909	3.159921
9535323	1.593581	10.337844	2.76493
9535333	1.443757	10.283362	2.029432
9535344	0.967045	10.514909	1.620821
9535354	0.503953	10.719213	1.416516
9535364	0.054481	10.991621	1.797886
9535375	-0.217926	11.195926	2.451663
9535385	-0.449471	11.155065	2.914754
9535395	-0.626536	10.95076	3.214402
9535405	-0.735499	10.678352	3.541291
9535416	-0.77636	10.283362	3.554911
9535427	-0.735499	9.724928	3.609392
9535436	-0.721878	9.057531	3.309745
9535448	-0.640156	8.158588	2.955616
9535459	-0.544814	7.382228	2.315459
9535471	-0.258787	6.67397	1.893228
9535481	-0.258787	6.183638	1.348414
9535491	0.217926	5.815888	1.089628
9535502	0.38137	5.638824	0.858082
9535512	0.503953	5.584342	0.735499
9535522	0.612916	5.666065	0.544814
9535533	0.735499	5.734167	0.476712
9535547	0.858082	5.992953	0.286027
9535557	0.735499	6.210878	0.313268
9535569	0.503953	6.646729	0.122583
9535579	0.299648	7.218784	0.122583
9535589	0.01362	7.913422	0.245166
9535599	-0.354129	8.580819	0.544814
9535610	-0.517573	9.357179	0.8036
9535620	-0.694638	9.602345	1.130489
9535631	-0.667397	9.833891	1.375655
9535641	-0.544814	9.901993	1.675303
9535651	-0.367749	10.051817	1.920469
9535662	-0.177065	10.324224	2.152015
9535672	-0.027241	10.419566	2.165635
9535683	0.054481	10.365085	1.797886
9535693	0.272407	10.419566	1.729784
9535703	0.177065	10.56939	1.94771
9535714	-0.027241	10.760075	1.97495
9535724	-0.204305	11.032481	1.865988
9535734	-0.299648	11.291268	1.648062
9535744	-0.517573	11.536434	1.743405
9535755	-0.708258	11.849703	2.056673
9535765	-0.667397	11.958665	2.206496
9535775	-0.585675	12.040387	2.124774
9535787	-0.435851	12.054008	1.838747
9535796	-0.272407	11.999526	1.539099
9535806	-0.245166	11.958665	1.17135
9535818	-0.503953	12.190211	1.048767
9535829	-0.926184	12.612442	1.838747
9535839	-1.348414	13.007432	2.696829
9535850	-1.729784	13.293459	4.018003
9535861	-1.852367	13.33432	4.71264
9535873	-1.838747	12.898469	5.039529
9535882	-1.57996	12.421757	5.012288
9535894	-1.116868	11.75436	4.916945
9535905	-0.735499	10.800936	4.549196
9535915	-0.667397	10.051817	4.30403
9535926	-0.708258	9.507003	4.113345
9535936	-0.708258	8.975809	3.595772
9535946	-0.926184	8.635301	3.336985
9535956	-1.253072	8.512717	2.642348
9535967	-1.729784	8.512717	2.056673
9535977	-1.96133	8.349273	1.457377
9535987	-1.96133	8.022385	1.130489
9535997	-1.94771	7.763598	0.544814
9536008	-1.770645	7.314126	0.245166
9536018	-1.470998	6.919137	0.027241
9536034	-0.939804	6.442424	0.027241
9536044	-0.612916	6.197258	0.122583
9536054	-0.517573	6.156397	0.122583
9536064	-0.354129	6.27898	0.286027
9536075	-0.190685	6.319841	0.204305
9536086	-0.108963	6.483285	0.027241
9536097	-0.204305	6.837415	-0.095342
9536107	-0.38137	7.150682	-0.054481
9536117	-0.626536	7.43671	-0.095342
9536127	-0.749119	7.777218	0.068102
9536138	-0.844462	8.158588	0.149824
9536149	-0.926184	8.444615	0.231546
9536158	-1.144109	8.798744	0.435851
9536168	-1.307553	9.166494	0.708258
9536179	-1.253072	9.357179	0.858082
9536189	-1.062387	9.466142	0.830841
9536199	-0.967045	9.588725	0.939804
9536209	-0.8036	9.643207	1.062387
9536219	-0.544814	9.670447	1.225831
9536229	-0.245166	9.697687	1.443757
9536240	-0.068102	9.738548	1.470998
9536251	0.38137	9.833891	1.253072
9536261	0.749119	9.901993	1.225831
9536271	0.830841	10.106298	1.293933
9536281	0.708258	10.501288	1.375655
9536292	0.476712	10.732834	1.661682
9536301	0.503953	11.114203	2.083913
9536311	0.286027	11.577295	2.097533
9536321	-0.068102	11.958665	2.220117
9536332	-0.531194	12.435377	2.097533
9536342	-1.144109	12.857608	1.743405
9536352	-1.634442	13.279839	1.280313
9536362	-1.934089	13.579487	1.334794
9536373	-1.716164	13.579487	1.593581
9536383	-1.089628	13.130015	2.111154
9536393	-0.217926	12.435377	2.941995
9536406	0.612916	11.659018	3.473189
9536415	1.198591	10.896278	3.418707
9536425	1.57996	10.419566	2.873893
9536437	1.797886	10.119919	2.383561
9536448	1.539099	10.269742	2.315459
9536458	1.239452	10.61025	2.383561
9536471	0.354129	11.114203	2.996476
9536482	-0.354129	11.454713	3.268883
9536492	-0.830841	11.631777	3.418707
9536502	-1.062387	11.577295	3.391467
9536513	-1.348414	11.386611	3.323365
9536523	-1.539099	11.182305	3.459568
9536533	-1.539099	10.514909	3.473189
9536545	-1.416516	9.643207	3.11906
9536555	-1.15773	8.907707	2.941995
9536565	-0.817221	7.995144	2.438042
9536577	-0.626536	7.327747	1.893228
9536586	-0.422231	6.67397	1.470998
9536597	-0.217926	6.210878	1.035146
9536609	-0.108963	5.802268	0.476712
9536619	-0.095342	5.570722	0.095342
9536629	0.081722	5.47538	0.095342
9536639	0.163444	5.448139	-0.122583
9536649	0.204305	5.638824	-0.326888
9536659	0.190685	5.829509	-0.626536
9536669	0.054481	6.27898	-0.626536
9536680	-0.122583	6.714831	-0.449471
9536690	-0.422231	7.246025	-0.340509
9536700	-0.572055	7.736358	-0.177065
9536710	-0.694638	8.253931	0.01362
9536721	-0.762739	8.717023	0.217926
9536731	-0.667397	9.084772	0.558434
9536741	-0.558434	9.479762	0.8036
9536751	-0.640156	9.738548	1.334794
9536762	-0.612916	9.997335	1.675303
9536774	-0.38137	10.365085	1.675303
9536785	-0.258787	10.378705	1.511859
9536795	-0.149824	10.446807	1.293933
9536805	-0.040861	10.56939	1.116868
9536816	-0.040861	10.705593	1.116868
9536825	-0.027241	10.814556	1.116868
9536835	-0.040861	11.018862	1.18497
9536845	-0.027241	11.141444	0.912563
9536856	0.108963	11.277648	0.926184
9536867	0.299648	11.468333	0.967045
9536877	0.272407	11.672638	0.898943
9536888	0.38137	11.836082	0.640156
9536898	0.463092	11.836082	0.435851
9536909	0.354129	12.258313	0.749119
9536920	0.108963	12.843987	1.784266
9536932	-0.8036	13.525005	3.650253
9536942	-1.865988	13.974477	4.930566
9536953	-2.72407	14.314985	6.020194
9536962	-3.13268	14.233263	6.63311
9536975	-3.091819	13.266219	6.524147
9536985	-2.601486	12.380896	5.706926
9536995	-1.852367	11.250407	5.080389
9537006	-0.885323	10.106298	4.208687
9537017	-0.572055	9.425281	3.677494
9537027	-0.558434	8.989429	3.173541
9537038	-0.694638	8.662541	2.819412
9537047	-0.994285	8.512717	2.288218
9537058	-1.362035	8.322033	1.825127
9537069	-1.716164	8.322033	1.470998
9537078	-1.906849	8.267551	1.253072
9537089	-2.083913	8.172209	0.939804
9537101	-2.043052	8.063246	0.544814
9537111	-1.94771	7.858941	0.258787
9537121	-1.702543	7.586534	0.231546
9537135	-1.307553	7.259645	0.217926
9537144	-0.871702	6.987238	0.476712
9537156	-0.422231	6.782933	0.681017
9537165	-0.217926	6.742072	0.8036
9537176	-0.217926	6.67397	0.77636
9537186	0.081722	6.728452	0.626536
9537197	0.122583	6.919137	0.38137
9537207	0.190685	7.205164	0.027241
9537219	0.095342	7.463951	-0.054481
9537228	-0.122583	7.804459	0.081722
9537239	-0.40861	8.158588	0.027241
9537250	-0.77636	8.676162	0.38137
9537260	-1.021526	8.989429	0.640156
9537270	-1.225831	9.207355	0.667397
9537281	-1.144109	9.275456	0.830841
9537291	-1.15773	9.425281	0.885323
9537302	-1.239452	9.602345	1.15773
9537311	-1.280313	9.643207	1.253072
9537323	-1.130489	9.711308	1.470998
9537332	-0.871702	9.874752	1.443757
9537343	-0.517573	9.915613	1.416516
9537353	-0.190685	9.833891	1.443757
9537364	0.027241	9.847511	1.334794
9537374	0.286027	9.874752	1.15773
9537384	0.449471	9.915613	0.967045
9537395	0.449471	10.024576	0.830841
9537404	0.313268	10.160779	0.626536
9537414	0.095342	10.419566	0.40861
9537424	0.068102	10.719213	0.653777
9537436	-0.299648	11.209546	0.762739
9537445	-0.572055	11.454713	0.585675
9537455	-0.558434	11.795221	0.640156
9537467	-0.503953	12.258313	1.253072
9537477	-0.38137	12.626062	1.743405
9537487	-0.136203	12.707785	2.192876
9537499	0.190685	12.557961	2.492524
9537509	0.708258	12.326415	3.091819
9537519	0.953424	12.13573	3.568531
9537529	1.035146	12.013146	3.868179
9537539	0.994285	11.74074	3.582151
9537550	0.830841	11.631777	3.1463
9537560	0.544814	11.577295	2.669588
9537571	0.027241	11.672638	2.438042
9537581	-0.313268	11.699879	2.506144
9537591	-0.490333	11.727119	2.642348
9537603	-0.585675	11.441092	2.655968
9537612	-0.612916	11.086963	2.778551
9537623	-0.531194	10.732834	2.696829
9537635	-0.40861	10.269742	2.601486
9537644	-0.490333	9.833891	2.506144
9537657	-0.449471	9.357179	2.274598
9537667	-0.572055	8.962189	2.247357
9537677	-0.544814	8.539958	2.124774
9537689	-0.640156	8.063246	1.96133
9537699	-0.544814	7.668256	1.661682
9537709	-0.39499	7.191544	1.253072
9537721	-0.217926	6.919137	0.912563
9537730	-0.190685	6.605869	0.735499
9537740	-0.136203	6.469665	0.503953
9537752	-0.040861	6.333462	0.490333
9537762	0.068102	6.387943	0.40861
9537772	0.149824	6.442424	0.463092
9537784	0.081722	6.67397	0.40861
9537793	-0.095342	6.891896	0.326888
9537803	-0.149824	7.150682	0.027241
9537816	-0.286027	7.600154	0.095342
9537826	-0.38137	7.967904	-0.027241
9537839	-0.272407	8.267551	0.108963
9537849	-0.286027	8.580819	0.503953
9537861	-0.476712	9.030291	0.898943
9537872	-0.640156	9.343558	0.953424
9537884	-0.78998	9.752169	0.762739
9537897	-0.681017	10.024576	0.653777
9537911	-0.653777	10.18802	0.354129
9537924	-0.503953	10.446807	0.40861
9537934	-0.367749	10.664732	0.40861
9537946	-0.38137	10.896278	0.490333
9537956	-0.258787	10.923519	0.558434
9538004	0.299648	11.127824	0.830841
9538015	0.122583	11.304889	1.062387
9538026	0.122583	11.481953	1.321174
9538037	-0.245166	12.054008	2.029432
9538050	-0.8036	12.408136	2.220117
9538061	-1.253072	12.666924	2.274598
9538072	-1.784266	12.898469	2.465283
9538086	-2.533385	13.089154	3.187161
9538096	-2.914754	12.993812	3.731975
9538106	-2.928375	12.53072	3.609392
9538118	-2.410802	11.672638	3.159921
9538128	-1.838747	11.046102	3.010097
9538138	-1.539099	10.365085	2.996476
9538174	-1.021526	8.471856	1.906849
9538185	-1.048767	8.117727	1.402896
9538194	-1.116868	7.927042	1.021526
9538204	-1.116868	7.804459	0.558434
9538214	-1.116868	7.736358	0.204305
9538226	-1.225831	7.804459	-0.054481
9538236	-1.334794	7.940663	0.027241
9538246	-1.443757	8.036005	0.027241
9538257	-1.457377	8.131348	-0.054481
9538267	-1.321174	8.19945	-0.122583
9538277	-1.280313	8.267551	-0.095342
9538287	-1.212211	8.349273	0.149824
9538297	-1.007906	8.430995	0.204305
9538307	-0.708258	8.471856	0.313268
9538317	-0.463092	8.403754	0.367749
9538327	-0.231546	8.512717	0.544814
9538339	-0.054481	8.512717	0.817221
9538349	0.054481	8.580819	1.280313
9538359	0.149824	8.580819	1.470998
9538370	0.108963	8.635301	1.675303
9538380	0.068102	8.703403	1.865988
9538390	0.054481	8.798744	2.138395
9538400	0.054481	8.948568	2.179256
9538411	-0.095342	9.343558	2.410802
9538421	-0.340509	9.670447	2.655968
9538431	-0.612916	10.051817	2.846653
9538443	-0.926184	10.351464	3.282504
9538453	-1.18497	10.54215	3.350605
9538463	-1.321174	10.54215	3.377846
9538474	-1.375655	10.310603	3.11906
9538483	-1.416516	10.024576	2.73769
9538493	-1.457377	9.738548	2.315459
9538503	-1.321174	9.534244	2.029432
9538514	-1.266692	9.302697	1.716164
9538524	-1.212211	9.275456	1.443757
9538537	-1.103248	9.289077	0.980665
9538547	-1.116868	9.438901	0.898943
9538557	-1.15773	9.602345	0.749119
9538569	-1.402896	9.874752	0.626536
9538579	-1.430137	9.970095	0.599295
9538589	-1.57996	10.065437	0.980665
9538599	-1.634442	10.242501	1.266692
9538612	-1.716164	10.392325	2.056673
9538622	-1.865988	10.474048	2.274598
9538635	-1.934089	10.54215	2.574246
9538648	-1.593581	10.378705	2.152015
9538659	-1.348414	10.160779	1.457377
9538669	-1.130489	10.065437	0.721878
9538678	-0.830841	9.997335	0.286027
9538689	-0.640156	9.970095	0.313268
9538700	-0.217926	9.970095	0.476712
9538710	0.354129	9.915613	0.830841
9538720	0.967045	9.847511	0.953424
9538730	1.402896	9.901993	1.416516
9538740	1.675303	10.051817	1.702543
9538750	1.797886	10.20164	1.96133
9538760	1.539099	10.760075	2.478903
9538772	1.089628	11.413852	3.13268
9538782	0.544814	11.863323	3.541291
9538791	0.081722	11.999526	3.854558
9538802	-0.108963	11.931424	3.949901
9538814	-0.217926	11.645397	3.677494
9538824	-0.190685	11.277648	3.159921
9538836	-0.068102	10.664732	2.397181
9538846	-0.01362	10.378705	2.179256
9538856	0.040861	10.119919	2.397181
9538866	0.122583	9.861132	2.574246
9538877	0.217926	9.479762	2.642348
9538887	0.367749	9.166494	2.519764
9538897	0.422231	9.043911	2.451663
9538908	0.40861	8.812365	2.233737
9538918	0.38137	8.771504	1.988571
9538928	0.367749	8.648921	1.743405
9538939	0.517573	8.471856	1.634442
9538949	0.558434	8.390134	1.56634
9538959	0.694638	8.444615	1.770645
9538970	0.871702	8.444615	2.111154
9538981	0.939804	8.376513	2.478903
9538991	1.062387	8.403754	2.574246
9539001	1.048767	8.703403	2.860273
9539011	0.926184	8.812365	2.873893
9539021	0.8036	9.112013	2.873893
9539032	0.490333	9.452521	2.73769
9539042	0.245166	9.547864	2.574246
9539053	0.068102	9.602345	2.506144
9539062	0.027241	9.629586	2.533385
9539072	0.040861	9.602345	2.547005
9539082	0.095342	9.479762	2.76493
9539093	0.272407	9.248216	2.846653
